selection,library,pre_selection_sample,post_selection_sample,pre_selection_date,post_selection_date,min_pre_selection_count,pre_count_median,pre_count_q1,pre_count_q3,pre_count_min,pre_count_max,post_count_median,post_count_q1,post_count_q3,post_count_min,post_count_max
Lib2-221023_high_ACE2,Lib2,Lib2-221023-VSVG_control_293T,Lib2-221023-no-antibody_control_highACE2,2022-10-23,2022-10-23,25,347.0,131.0,775.0,0,14525,149.0,17.0,637.0,0,25501
